PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Age,Units,Owner,Annual Generation (GWh),Other,Source,URL,Effeciency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh
1026674,LNJP Bahla Basti Wind Farm,Wind,20,,Onshore Wind,,,LNJ Power Ventures Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/KBS_Cert1356901378.31/view,,,,,,,Operating,India,,26.5114,71.49741,,,,,,,,,,
1026675,BCPL Wind Farm,Wind,5,,Onshore Wind,,,Bharat Petroleum Corporation Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1218300485.48/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026676,NSL Wind Farm,Wind,27.65,,Onshore Wind,,,Nuziveedu Seeds limited,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1173772302.89/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026677,Sivalaperi Wind Farm,Wind,24,,Onshore Wind,,,Green Infra Wind Power Projects Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1352192814.76/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026678,Ruchi Soya Palsodi Wind Farm,Wind,22.5,,Onshore Wind,,,Rucha Soya Industries Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1285157251.43/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026679,RSMNL Wind Farm,Wind,22.5,,Onshore Wind,,,Rajasthan State Mines and Minerals Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1201770524.09/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026680,Vankuswade Wind Farm,Wind,21,,Onshore Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1172467864.06/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026750,Patnaik Hatti Wind Farm,Wind,15,,Onshore Wind,,,Patnaik Minerals Pvt. Ltd,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1306214743.43/view,,,,,,,Operating,India,,21.190233,74.379501,,,,,,,,,,
1026751,Patnaik Jamnagar Wind Farm,Wind,35.2,,Onshore Wind,,,Patnaik Minerals Pvt. Ltd,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1288029478.94/view,,,,,,,Operating,India,,22.098305,70.272861,,,,,,,,,,
1026752,Relaxo Footwear Kui Inda Wind Farm,Wind,6,,Onshore Wind,,,Relaxo Footwears Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1316100537.64/view,,,,,,,Operating,India,,26.458625,72.470573,,,,,,,,,,
1026753,Wind power project by Riddhi Siddhi Gluco Biols Limited (RSGBL),Wind,34.65,,Onshore Wind,,,Riddhi Siddhi Gluco Biols Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1356711565.56/view,,,,,,,Operating,India,,8.870894,77.446646,,,,,,,,,,
1026754,Sterling Agro Akal Wind Farm,Wind,3,,Onshore Wind,,,Sterling Agro Industries ltd.,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1333450990.34/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026755,Sterling Agro Mokla Wind Farm,Wind,6.3,,Onshore Wind,,,Sterling Agro Industries ltd.,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1333450990.34/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026756,Sterling Karnataka site,Wind,6.25,,Onshore Wind,,,Sterling Agro Industries ltd.,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1333450990.34/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026757,Sterling Madhya Pradesh site,Wind,6,,Onshore Wind,,,Sterling Agro Industries ltd.,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1333450990.34/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026758,TVS Kunnur Wind Farm,Wind,9.35,,Onshore Wind,,,TVS Energy limited,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1331114727.08/view,,,,,,,Operating,India,,9.943818,77.507747,,,,,,,,,,
1026759,UPL Dharapuram Wind Farm,Wind,1.7,,Onshore Wind,,,UPL,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1351718801.6/view,,,,,,,Operating,India,,10.837983,77.512325,,,,,,,,,,
1026760,Weizzmann Forex Idukki Wind Farm,Wind,3.6,,Onshore Wind,,,Weizzmann Forex Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1323254431.52/view,,,,,,,Operating,India,,9.888057,77.221607,,,,,,,,,,
1026761,iEnergy Theni Wind Farm,Wind,16.5,,Onshore Wind,,,iEnergy Wind Farms,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1345031355.85/view,,,,,,,Operating,India,,9.934411,77.476775,,,,,,,,,,
1026762,Sumilon Shikarpur Wind Farm,Wind,3.6,,Onshore Wind,,,Sumilon Industries Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/KBS_Cert1356901324.44/view,,,,,,,Operating,India,,23.24142,70.726245,,,,,,,,,,
1026763,Sumilon Vershamedi Wind Farm,Wind,3.6,,Onshore Wind,,,Sumilon Industries Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/KBS_Cert1356901324.44/view,,,,,,,Operating,India,,22.971953,70.54434,,,,,,,,,,
1026764,Sonu Wind Farm,Wind,8.4,,Onshore Wind,,,Centaur Mercantile Pvt. Ltd.,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1321971513.67/view,,,,,,,Operating,India,,27.208071,70.695801,,,,,,,,,,
1026765,Torrent Gujurat Wind Farm,Wind,49.6,,Onshore Wind,,,Torrent Power Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1353506542.98/view,,,,,,,Operating,India,,22.103999,69.832258,,,,,,,,,,
1026766,IL&FS Kaladeh Wind Farm,Wind,24,,Onshore Wind,,,IL&FS Wind Power Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1346322352.66/view,,,,,,,Operating,India,,22.83962287,76.19062578,,,,,,,,,,
1026767,TVS Virali Wind Farm,Wind,25.5,,Onshore Wind,,,TVS Energy Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1354626555.71/view,,,,,,,Operating,India,,17.501035,74.700102,,,,,,,,,,
1026768,Andrha Lake Wind Farm,Wind,113.6,,Onshore Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1348755977.79/view,,,,,,,Operating,India,,18.858045,73.639555,,,,,,,,,,
1026769,Wind power project in Rajasthan,Wind,42,,Onshore Wind,,,Mytrah Energy (India) Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1354785555.66/view,,,,,,,Operating,India,,27.1715,70.6877,,,,,,,,,,
1026770,Ratedi Mondri Wind Farm,Wind,26.4,,Onshore Wind,,,Ratedi Wind Power Private Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/RINA1354700454.05/view,,,,,,,Operating,India,,26.802636,70.773589,,,,,,,,,,
1026771,SWPPL Madhavakurichi,Wind,10.5,,Onshore Wind,,,SWPPL,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1351312018.91/view,,,,,,,Operating,India,,8.823047,77.627104,,,,,,,,,,
1026772,SWPPL Vadakkupanavadali,Wind,10.5,,Onshore Wind,,,SWPPL,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1351312018.91/view,,,,,,,Operating,India,,9.078179,77.591046,,,,,,,,,,
1026773,SWPPL Manurpalayam,Wind,21,,Onshore Wind,,,SWPPL,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1351312018.91/view,,,,,,,Operating,India,,10.816643,77.31994,,,,,,,,,,
1026774,TVS Tirunelveli Wind Farm,Wind,14.4,,Onshore Wind,,,TVS Energy Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1336676184.92/view,,,,,,,Operating,India,,8.91646,77.659014,,,,,,,,,,
1026775,Kottathara Village Wind Farm,Wind,3,,Onshore Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1315830379.2/view,,,,,,,Operating,India,,11.09511,76.6709,,,,,,,,,,
1026776,Yelisirur wind power project,Wind,25.5,,Onshore Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1351077305.18/view,,,,,,,Operating,India,,15.275751,75.58106,,,,,,,,,,
1026777,Jangi village wind farm,Wind,10.5,,Onshore Wind,,,Energy Infratech Private Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1279520653.8/view,,,,,,,Operating,India,,23.208028,70.546539,,,,,,,,,,
1026778,Karur Textile Park Wind Farm,Wind,6,,Onshore Wind,,,Karur Textile Park limited,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1297334588.3/view,,,,,,,Operating,India,,8.309145,77.619099,,,,,,,,,,
1026784,Shree Southern Wind Farm,Wind,2.25,,Onshore Wind,,,Shree Naman Developers Ltd.,,,CDM,https://cdm.unfccc.int/filestorage/D/O/R/DORZF791H8K4NWACPQ5IMTUYLG2VXE/CDM_PDD_v6.pdf?t=WGN8b2sxbDRnfDDF8h6MT3w9DKjkxFa903Mt,,,,,,,Operating,India,,17.572392,74.338613,,,,,,,,,,
1026785,Shree Sangli Wind Farm,,16.5,,Onshore Wind,,,Shree Naman Developers Ltd.,,,CDM,https://cdm.unfccc.int/filestorage/D/O/R/DORZF791H8K4NWACPQ5IMTUYLG2VXE/CDM_PDD_v6.pdf?t=WGN8b2sxbDRnfDDF8h6MT3w9DKjkxFa903Mt,,,,,,,Operating,India,,17.303081,74.631,,,,,,,,,,
1026786,Shree Nashik Wind Farm,,10.5,,Onshore Wind,,,Shree Naman Developers Ltd.,,,CDM,https://cdm.unfccc.int/filestorage/D/O/R/DORZF791H8K4NWACPQ5IMTUYLG2VXE/CDM_PDD_v6.pdf?t=WGN8b2sxbDRnfDDF8h6MT3w9DKjkxFa903Mt,,,,,,,Operating,India,,19.845039,73.907443,,,,,,,,,,
1026787,Tata Power Gadag Plains Wind Farm,Wind,50.4,,Onshore Wind,,,Tata Power,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1352368180.64/view,,,,,,,Operating,India,,15.330156,75.576742,,,,,,,,,,
1026788,Powerica Kutch Wind Farm,Wind,14.85,,Onshore Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1270819651.34/view,,,,,,,Operating,India,,23.189658,70.621583,,,,,,,,,,
1026789,SIIL Jaibhim Wind Farm,Wind,33.6,,Onshore Wind,,,Serum Institute of India Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1340102581.62/view,,,,,,,Operating,India,,21.127019,74.267319,,,,,,,,,,
1026790,Landewadi Wind Farm,Wind,4,,Onshore Wind,,,Serum Institute of India Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1335362700.21/view,,,,,,,Operating,India,,,,,,,,,,,,,
1026791,Powerica Tirunelveli Wind Farm,Wind,16.5,,Onshore Wind,,,Powerica Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1264590823.08/view,,,,,,,Operating,India,,9.019812,77.450122,,,,,,,,,,
1026792,Powerica Theni Wind Farm,Wind,9.9,,Onshore Wind,,,Powerica Limited,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1300097036.88/view,,,,,,,Operating,India,,9.985486,77.577672,,,,,,,,,,
1026793,GFL Gudhepanchgani,Wind,23.1,,Onshore Wind,,,GFL,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1202913883.06/view,,,,,,,Operating,India,,17.13093,73.976497,,,,,,,,,,
1026794,HZL Samana Wind Farm,Wind,88.8,,Onshore Wind,,,Hindustan Zinc Ltd.,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1211956663.14/view,,,,,,,Operating,India,,22.033534,70.2313,,,,,,,,,,
1026795,HZL Gadag Wind Farm,Wind,34.4,,Onshore Wind,,,Hindustan Zinc Ltd.,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1208874936.63/view,,,,,,,Operating,India,,15.365388,75.56393,,,,,,,,,,
