PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Age,Units,Owner,Annual Generation (GWh),Other,Source,URL,Source 2,URL 2,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,
1026373,SuqiAN Xiehe Solar Rooftop,Solar,9.3,,PV,,,"Suqian Xiehe New Energy Co., Ltd.",,,CDM,http://cdm-en.ccchina.gov.cn/website/cdm/pdf/Item_new/Item_new8994.pdf,,,,,,,,,Operating,China,,,,,,,,
1000483,Da Chao Shan,Hydro,1350,Mekong River,Dam with Reservoir,,,,5931,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,24.024819,100.370009,,,,,
1023844,Dongxinrong (Huaneng),Wind,250.95,Jilin,Onshore Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,44.71331,122.7424,,,,,
1026374,CECEP Qinghai Dachaidan,Solar,20,,PV,,,"CECEP Qinghai Dachaidan Solar Power Generation Co., Ltd.",,,CDM,http://cdm.unfccc.int/Projects/DB/ERM-CVS1352198072.61/view,,,,,,,,,Operating,China,,37.1762,95.30859,,,,,
1000490,Shatuo,Hydro,1120,Wu River,Dam with Reservoir,2009,,,4500,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,Hydrological Bureau of Chiangjiang Water Resources Commission,http://www.cjh.com.cn/doc/aa/09-4-22-145130795543972,,,,,,,Operating,China,,28.498069,108.481744,,,,,
1025912,Jinshan,Wind,30,Heilongjiang,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,47.2297,132.274,,,,,
1026375,CGN Dunhuang,Solar,10,,PV,,,"CGN Enfinity (Dunhuang) Solar Energy Development Co., Ltd.",,,CDM,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1328258656.65/view,,,,,,,,,Operating,China,,40.0677,94.5177,,,,,
1000491,Silin,Hydro,1050,Wu River,Dam with Reservoir,2009,,,4064,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,27.374962,107.633627,,,,,
1025913,Shimaodingzi,Wind,30.6,Heilongjiang,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,46.849,129.113,,,,,
1026376,CGN Ningxia Qingtongxia Phase 1,Solar,10,,PV,,,"CGN Solar Energy (Qingtongxia) Development Co., Ltd.",,,CDM,https://cdm.unfccc.int/Projects/DB/RINA1327330377.21/view,,,,,,,,,Operating,China,,,,,,,,
1000497,Zipingpu,Hydro,760,Min River,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,Sino Hydro,http://www.baju.com.cn/web/production/ProductionShow.asp?ID=195,,,,,,,Operating,China,,31.035083,103.574507,,,,,
1025914,Xiaochengshan,Wind,49.3,Heilongjiang,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,46.7768,128.996,,,,,
1026377,Xuzhou Xiexin,Solar,20,,PV,,,China Solar Company,,,CDM,https://cdm.unfccc.int/Projects/DB/JCI1324969628.96/view,,,,,,,,,Operating,China,,34.4075,117.3286,,,,,
1000498,Gong Guo Qiao,Hydro,750,Mekong River,Dam with Reservoir,2011,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,25.585731,99.335239,,,,,
1025915,Daimangou,Wind,50.5,Heilongjiang,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,44.7478,130.901,,,,,
1000500,Dong Feng,Hydro,695,Wu River,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974040447-1279253974043801.pdf,,,,,,,Operating,China,,26.855286,106.154934,,,,,
1000529,Yantan,Hydro,1210,Hongshui He,,1992,4x302.5,,,Hydro,China Water,https://web.archive.org/web/20140419013705/http://www.chinawater.net.cn/icold2000/st-c4-01.html,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v72,,,,,,,Operating,China,,24.045417,107.510417,,,Duan,,
1000569,Daguangba,Hydro,240,Changhua,Dam with Reservoir,1995,4x60,,520,,China Water,https://web.archive.org/web/20050330142954/http://www.chinawater.net.cn/icold2000/st-c5-02.html,,,,,,,,,Operating,China,,19.019616,108.979583,,,,,
1000570,Daguangba,Hydro,240,Changhua,Dam with Reservoir,1995,4x60,,520,,China Water,https://web.archive.org/web/20050330142954/http://www.chinawater.net.cn/icold2000/st-c5-02.html,,,,,,,,,Operating,China,,19.019616,108.979583,,,,,
1000454,Xiangjiaba,Hydro,6448,Jinsha River,Gravity Dam with Reservoir,2014,"4x812, 4x800",Chinese Yangtze power,30700,,China Yangtze Power,https://web.archive.org/web/20120331032255/http://www.sffg.gov.cn/keystone/2006-06/21/223.html,International Rivers,https://www.internationalrivers.org/resources/jinsha-river-dams-3603,,,,,,,Operating,China,,28.644526,104.392941,,,,,
1000494,Fengman,Hydro,809,Songhua Jiang,,1941,,,,Hydro,Chinese Embassy,http://in.china-embassy.org/eng/szyss/jm/zhongguonongye/Water%20Conservancy/t144248.htm,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v86,,,,,,,Operating,China,,43.717917,126.68625,,,Jilin,,
1000453,Xiluodu,Hydro,12600,Jinsha River,Dam with Reservoir,2013,,,57120,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974175246-1279253974178251.pdf,,,,,,,,,Operating,China,,28.259908,103.649102,,,,,
1000455,Longtan,Hydro,6300,Hongshui He,Gravity Dam with Reservoir,2009,9x700,"Longtan Hydropower Development Co., Ltd.",18700,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974085140-1279253974089979.pdf,,,,,,,,,Operating,China,,25.027778,107.043345,,,,,
1000458,Jinping II,Hydro,4400,Yalong Jiang,,2016,,"Yalong River Hydropower Development Company, Ltd.",,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974067375-1279253974073905.pdf,,,,,,,,,Operating,China,,28.248398,101.644745,,,,,
1000460,Laxiwa,Hydro,4200,Huang He,Concrete Dam with Reservoir,2010,,,10223,Hydro,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974077129-1279253974081608.pdf,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v95,,,,,,,Operating,China,,36.06875,101.18125,,,,,
1000462,Jinping I,Hydro,3600,Yalong Jiang,,2014,,"Ertan Hydropower Development Company, Ltd.",17000,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974067375-1279253974073905.pdf,,,,,,,,,Operating,China,,28.182531,101.631414,,,,,
1025916,Shiwenzi,Wind,32.2,Heilongjiang,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,44.6851,130.863,,,,,
1000502,Tongjiezi,Hydro,600,Dadu He,,1994,,,,Hydro,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v5,,,,,,,Operating,China,,29.25625,103.630417,,,Shawan,,
1025917,Liancheng,Wind,40.25,Shandong,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,37.9177,120.748,,,,,
1000504,Yinpan,Hydro,600,Furong River,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,29.236621,107.892164,,,,,
1025918,Tangshanpeng,Wind,31.7,Shandong,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,37.3913,120.696,,,,,
1000505,Suofengying,Hydro,600,Wu River,Dam with Reservoir,2006,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,26.970227,106.3738,,,,,
1025919,Tushan,Wind,49,Shandong,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,37.3587,119.884,,,,,
1000515,Futangba,Hydro,360,Min River,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,31.382131,103.517599,,,,,
1025920,Houpabu,Wind,31.5,Shandong,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,37.12,119.644,,,,,
1000519,Taipingyi,Hydro,260,Min River,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,31.225754,103.486212,,,,,
1025921,Gangxi,Wind,69,Shandong,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,37,122.085,,,,,
1000523,Yungxiuwan,Hydro,135,Min River,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,31.117769,103.48853,,,,,
1025922,Chengshan Sancun,Wind,48.75,Shandong,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,36.9562,122.069,,,,,
1000524,Jiangsheba,Hydro,96,Min River,Pumped Storage,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,31.483785,103.60229,,,,,
1025923,Jinggang,Wind,51,Jiangsu,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,32.8154,120.891,,,,,
1000526,Tong Zhang,Hydro,49.5,Min River,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,31.515878,103.666616,,,,,
1025924,Yangkou,Wind,62,Jiangsu,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,32.6449,120.906,,,,,
1000608,Long Tou Shi,Hydro,700,Dadu He,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,29.335104,102.253862,,,,,
1025925,Dongtai Tidal Flat Solar Park 1,Solar,30,Jiangsu,Solar,,,,,,CDM,https://cdm.unfccc.int/filestorage/t/y/Y8BEDWSFPUTC5LMVI702OGHA6RNQX9.pdf/7855%20PDD.pdf?t=TUN8b2o4M3FvfDCtUqjw4_4z6maC2T2QCTTo,,,,,,,,,Operating,China,,32.6443,120.912,,,,,
1000609,Luding,Hydro,920,Dadu He,Dam with Reservoir,,,,,,Wilson Center,https://www.wilsoncenter.org/publication/interactive-mapping-chinas-dam-rush,,,,,,,,,Operating,China,,29.946322,102.22699,,,,,
1000463,Ertan,Hydro,3300,Yalong Jiang,,2000,,"Ertan Hydropower Development Company, Ltd.",,Hydro,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974018874-1279253974020121.pdf,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v7,,,,,,,Operating,China,,26.820417,101.78375,,,Yanbian,,
1000468,Guangzhou Pump Storage,Hydro,2400,Chenledong,Pumped Storage,1993,8x300,,,Hydro,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974055450-1279253974057795.pdf,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v77,,,,,,,Operating,China,,23.772083,113.957917,,,Conghua,,
1000474,Tianhuangping,Hydro,1800,,Pumped Storage,2004,,,,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974149477-1279253974151981.pdf,,,,,,,,,Operating,China,,30.472204,119.607322,,,,,
1000475,Xiaolangdi,Hydro,1800,Yellow River,Dam with Reservoir,2000,6x300,Yellow River Water and Hydroelectric Power Development Corporation,,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974161046-1279253974165139.pdf,,,,,,,,,Operating,China,,34.923084,112.364975,,,,,
1000478,Shuibuya,Hydro,1600,Minjiang,Dam with Reservoir,2008,,Hubei Qingjiang Hydroelectric Development Company Ltd.,3985,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974131063-1279253974133586.pdf,,,,,,,,,Operating,China,,30.441638,110.336696,,,,,
1000479,Gongboxia,Hydro,1500,Huang He,Dam with Reservoir,2000,,,5140,Hydro,Chinese National Committee on Large Dams,https://web.archive.org/web/20140716213447/http://www.chincold.org.cn/zt/learning/gongboxiaee.doc,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v3,,,,,,,Operating,China,,35.87875,102.227083,,,Hualong,,
1000482,Shuikou,Hydro,1400,Min Jiang,,1995,7x200,,4950,Hydro,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974137620-1279253974139513.pdf,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v57,,,,,,,Operating,China,,26.307917,118.80875,,,Minqing,,
1000484,Longyangxia,Hydro,1280,Yellow River,Gravity Dam with Reservoir,1992,,,6000,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974093926-1279253974095162.pdf,,,,,,,,,Operating,China,,36.121897,100.918731,,,,,
1000487,Geheyan,Hydro,1200,Qing Jiang,Dam with Reservoir,1994,4x300,,3400,Hydro,Chinese National Committee on Large Dams,http://www.chincold.org.cn/chincold/dams/Geheyan%20Dam.doc,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v25,,,,,,,Operating,China,,30.467917,111.13625,,,Changyang,,
1000489,Tianshengqiao 1,Hydro,1200,Nanpan Jiang,,2000,4x300,,,Hydro,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974155851-1279253974157994.pdf,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v69,,,,,,,Operating,China,,24.942083,105.104583,,,Longlin,,
1025926,Dongtai Tidal Flat Solar Park 2,Solar,30,Jiangsu,Solar,,,,,,CDM,https://cdm.unfccc.int/filestorage/t/y/Y8BEDWSFPUTC5LMVI702OGHA6RNQX9.pdf/7855%20PDD.pdf?t=TUN8b2o4M3FvfDCtUqjw4_4z6maC2T2QCTTo,,,,,,,,,Operating,China,,32.6438,120.952,,,,,
1000510,Lubuge,Hydro,450,Trib. Nanpan Jiang,Rockfill dam with Reservoir,1992,3x150,,,Hydro,World Bank,http://www.worldbank.org/projects/P003425/lubuge-hydroelectric-project?lang=en,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v9,,,,,,,Operating,China,,24.820417,104.542083,,,Luoping,,
1025927,Dongling,Wind,45,Jiangsu,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,32.5892,120.946,,,,,
1000533,Tongbai,Hydro,1200,,Pumped Storage,2006,4x300,,2800,,World Bank,http://www.worldbank.org/projects/P056424/china-tongbai-pumped-storage?lang=en,,,,,,,,,Operating,China,,29.202948,120.997602,,,,,
1025928,Huangang,Wind,108,Jiangsu,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,32.5204,121.138,,,,,
1000593,Sigouxia,Hydro,240,Yellow River,dam with Reservoir,,,,,,Yellow River Conservancy Commission of the Ministry of Water,http://www.yellowriver.gov.cn/hhyl/sngc/201108/t20110813_101022.html,,,,,,,,,Operating,China,,35.805297,103.008735,,,,,寺沟峡水电站
1025929,Yongren Ganbala,Solar,50,Yunnan,Solar,,,,,,CDM,https://cdm.unfccc.int/filestorage/A/F/E/AFEHXUNYV5LB31SPOQMR7ZIDGW86K9/01_2016_4015_PDD_CV.pdf?t=czZ8b2o4NDVxfDAP-L6TYCFWqMd94VwTxxCz,,,,,,,,,Operating,China,,26.1825,101.671,,,,,
1000594,Bapanxia,Hydro,220,Yellow River,Dam with Reservoir,,,,,,Yellow River Conservancy Commission of the Ministry of Water,http://www.yellowriver.gov.cn/zlcp/sjcx/qlsd/201108/t20110811_81956.html,,,,,,,,,Operating,China,,36.137839,103.408733,,,,,八盘峡水电站
1025930,Weidi Solar Park,Solar,50,Yunnan,Solar,,,,,,CDM,"https://www.google.com/maps/place/26%C2%B010'34.0%22N+101%C2%B039'06.8%22E/@26.1719597,101.6595339,313m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d26.1761!4d101.6519",,,,,,,,,Operating,China,,26.1719,101.66,,,,,
1000595,Xiaoxia,Hydro,230,Yellow River,dam with Reservoir,,,,,,Yellow River Conservancy Commission of the Ministry of Water,http://www.yellowriver.gov.cn/zlcp/sjcx/qlsd/201108/t20110811_81956.html,,,,,,,,,Operating,China,,36.146606,104.014037,,,,,小峡水电站
1025931,Lubei,Wind,106,Fujian,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,25.6132,119.763,,,,,
1000600,Suzhi,Hydro,225,Yellow River,dam with Reservoir,,,,,,Yellow River Conservancy Commission of the Ministry of Water,http://www.yellowriver.gov.cn/xwzx/lylw/201508/t20150811_156590.html,,,,,,,,,Operating,China,,35.872557,102.336788,,,,,苏只水电站
1025932,Liu'ao,Wind,79.6,Fujian,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,23.8608,117.485,,,,,
1000601,Kangyang,Hydro,284.9,Yellow River,dam with Reservoir,,,,,,Yellow River Conservancy Commission of the Ministry of Water,http://www.yellowriver.gov.cn/hhyl/sngc/201108/t20110813_99453.html,,,,,,,,,Operating,China,,36.056927,101.946306,,,,,康扬水电站
1025933,Shangang,Wind,45.05,Guangdong,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,23.4302,117.085,,,,,
1000602,Zhiganglaka,Hydro,190,Yellow River,dam with Reservoir,,,,,,Yellow River Conservancy Commission of the Ministry of Water,http://www.yellowriver.gov.cn/hhyl/sngc/201108/t20110813_98942.html,,,,,,,,,Operating,China,,36.111615,101.872994,,,,,直岗拉卡水电站
1025934,Banmei,Wind,52.8,Guangdong,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,Operating,China,,23.0207,116.546,,,,,
1019379,Yizhuang,Natural Gas,150,Bejing,CCGT,2007,,,,,Bejing International,http://www.ebeijing.gov.cn/Government/reports/t923621.htm,,,,,,,,,Operating,China,,39.781115,116.502242,,,,,
1025935,Wuhan Railway Station,Solar,2.2,,PV,,,"CECIC Wuhan Solar Energy Power Generation Co., Ltd.",,,CDM,https://cdm.unfccc.int/filestorage/N/M/U/NMUHT2PBYSJ8K9ACQE6IZ3VWF0O417/PDD_Wuhan%20Solar%20PV%20.pdf?t=Vll8b2o5azU4fDA4YuUdgHyZMuDvtEaLsHW2,,,,,,,,,Operating,China,,30.6022,114.4305,,,,,
1019373,Bejing Southwest,Natural Gas,1538,Bejing,CCGT,,,,,,Bejing News,http://www.bjrd.gov.cn/xwzx_1/xwkx/yfly/201508/t20150810_152354.html,,,,,,,,,Operating,China,,39.942657,116.127146,,,,,
1000495,Ankang,Hydro,800,Han Shui,Gravity Dam with Reservoir,1993,,,2800,Hydro,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253973991194-1279253973994771.pdf,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v16,,,,,,,Operating,China,,32.602917,108.88375,,,Ankang,,
1000503,Hongjiadu,Hydro,600,Liuchong River,Concrete Face Rock-fill Dam with Reservoir,2005,,,1559,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974061075-1279253974063421.pdf,,,,,,,,,Operating,China,,26.873046,105.856911,,,,,
1000520,Yele Asphalt,Hydro,240,Sancha He,Dam with Reservoir,2006,,,647,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974182002-1279253974185337.pdf,,,,,,,,,Operating,China,,28.919132,102.216405,,,,,
1000521,Dahuashui,Hydro,200,Qingshui,Dam with Reservoir,,,,731,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974006006-1279253974014698.pdf,,,,,,,,,Operating,China,,26.823948,107.26489,,,,,
1000550,Jinshuitan,Hydro,300,Daxi River,Dam with Reservoir,1988,,,,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/DamInformation/damsinchina/webinfo/2010/07/1279253973938211.htm,,,,,,,,,Operating,China,,28.212442,119.536332,,,,,
1000551,Zhelin,Hydro,180,Xiushui,Earth Dam with Reservoir,1975,,,,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/DamInformation/damsinchina/webinfo/2010/07/1279253973938211.htm,,,,,,,,,Operating,China,,29.205727,115.500385,,,,,
1000553,Dongjiang,Hydro,500,Lishui River,,1992,,,,Hydro,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/DamInformation/damsinchina/webinfo/2010/07/1279253973938211.htm,Global Reservoir and Dam,http://sedac.ciesin.columbia.edu/data/collection/grand-v61,,,,,,,Operating,China,,25.872083,113.30875,,,Zixing,,
1000572,Guangzhoao Dam,Hydro,1040,Beipan River,Dam with Reservoir,2006,,Guizhou Beipan River Hydropower Development Co. Ltd.,2745,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974047270-1279253974051917.pdf,,,,,,,,,Operating,China,,25.960718,105.249535,,,,,
1000584,Baise,Hydro,540,Youjiang,dam with Reservoir,2006,,,1690,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/DamInformation/damsinchina/webinfo/2010/07/1279253973986644.htm,,,,,,,,,Operating,China,,23.92618,106.456237,,,,,百色水电站
1000585,Mianhutan,Hydro,600,,Dam with Reservoir,,,,1520,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/rootfiles/2010/07/20/1279253974119114-1279253974121875.pdf,,,,,,,,,Operating,China,,24.661695,116.596086,,,,,
1019337,Beijing No 3,Natural Gas,400,"Yungang area, Fengtai District, Beijing, China",CCGT,,,"Beijing Jing Feng Gas Fired Power Co., Ltd.",,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/UGRAVM3DZ8WNBXOSQC0FH41YI5T2K6,,,,,,,,,Operating,China,Regional Grid,39.813,116.1433,,,,,
1019338,Beijing Taiyanggong  Trigeneration,Natural Gas,780,"Taiyanggong, Beijing, China",CCGT,,,Beijing Taiyanggong Gas-fired Thermal Power Company,,,CDM,http://cdm.unfccc.int/Projects/DB/SGS-UKL1188570070.22/view,,,,,,,,,Operating,China,Regional Grid,39.9783,116.4382,,,,,
1019339,Fujian Putian,Natural Gas,1528,"Meizhou Bay Xiuyu Peninsula, Xiuyu District, Putian city, Fujian, China",CCGT,2006,,CNOOC Fujian Gas Power Company Ltd,,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/FW9ZS2ABG7V30OXIC184NJQPKLD6M5,,,,,,,,,Operating,China,Regional Grid,25.2197,119.0036,,,,,
1019340,Fujian Jinjiang LNG,Natural Gas,1516,"Shizhen Village, Jinjing Town, Jinjiang City, Fujian Province, China",CCGT,,,"Fujian Jinjiang Gas Power Co., Ltd",,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/KMCGA908XHQLBDE23Z1UVISY47WOPN,,,,,,,,,Operating,China,Regional Grid,24.5632,118.6437,,,,,
1019341,Fujian Xiamen Dongbu,Natural Gas,764,"Aotou Village of Xindian Town, Xiangâ€™an District, Xiamen City,  Fujian Province, P.R. China",CCGT,2006,,"East Asia Power (Xiamen) Co.,  Ltd",,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/2O9IGH4JM765U3RCBWLSEKQNY1DTFZ,,,,,,,,,Operating,China,Regional Grid,24.5459,118.2262,,,,,
1019342,Guangdong Huizhou,Natural Gas,1080,"Daya Bay Economic and Technical Development Zone, Huizhou City, Guangdong Province, China",CCGT,,,"Guangdong Huizhou LNG Power Co., Ltd.",,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/5FXW3VD2OKY97Z0JAGR1UIEBQM4TNH,,,,,,,,,Operating,China,Regional Grid,22.7593,114.61461,,,,,
1019343,Shenzhen Dongbu,Natural Gas,1116,"Dapeng Town, Shenzhen city, Guangdong province, China",CCGT,,,"Shenzhen Energy Group Co., Ltd",,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/20T1SKXAC7RGQ46JWLY385NDPZIHMV,,,,,,,,,Operating,China,Regional Grid,22.5747,114.44269,,,,,
1019344,Guangdong Shenzhen Qianwan,Natural Gas,1083,"Dachan Island, Nanshan District, Shenzhen City",CCGT,,,"Shenzhen Guangqian Electric Power Co., Ltd",,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/LQDBGC09XVOKJS1UT8IY6RM5ENZW2H,,,,,,,,,Operating,China,Regional Grid,22.50794,113.84956,,,,,
1019345,Guangzhou Zhujiang,Natural Gas,700,"Nansha Economic and Technology Development Zone, Guangzhou City, Guangdong Province, P.R.China",CCGT,,,"Guangzhou Zhujiang LNG Power Generation Co., Ltd",,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/OVXFWSHLZ78N3QPA1M452IGR6YKJUB,,,,,,,,,Operating,China,Regional Grid,22.81434,113.5654,,,,,
1019347,Henan Zhengzhou,Natural Gas,780,"Xiangying village of Zhengzhou city, Henan, China",CCGT,,,"Zhengzhou Combined Cycle Power Co., Ltd",,,CDM,http://cdm.unfccc.int/UserManagement/FileStorage/9K6OR9FROC8WJE6IXZNKM5GOHY65HI,,,,,,,,,Operating,China,Regional Grid,34.79676,113.5274,,,,,
1000599,Jiudianxia,Hydro,300,Tao River,dam with Reservoir,,,,,,Chinese National Committee on Large Dams,http://www.chincold.org.cn/dams/DamInformation/damsinchina/webinfo/2010/07/1279253973981691.htm,,,,,,,,,Operating,China,,34.924411,103.832588,,,,,
